cluster_id,source
585567,sampled_pool_0402
587634,sampled_pool_0402
588921,sampled_pool_0402
592209,sampled_pool_0402
595910,sampled_pool_0402
597191,sampled_pool_0402
600769,sampled_pool_0402
601282,sampled_pool_0402
604932,sampled_pool_0402
606007,sampled_pool_0402
609675,sampled_pool_0402
610895,sampled_pool_0402
612091,sampled_pool_0402
612486,sampled_pool_0402
612516,sampled_pool_0402
614662,sampled_pool_0402
614670,sampled_pool_0402
616155,sampled_pool_0402
621097,sampled_pool_0402
622781,sampled_pool_0402
624755,sampled_pool_0402
625286,sampled_pool_0402
626306,sampled_pool_0402
627263,sampled_pool_0402
627477,sampled_pool_0402
627481,sampled_pool_0402
628690,sampled_pool_0402
653536,sampled_pool_0402
655291,benchmark
665983,sampled_pool_0402
666169,sampled_pool_0402
676160,sampled_pool_0402
677347,sampled_pool_0402
684618,sampled_pool_0402
686436,sampled_pool_0402
687655,sampled_pool_0402
694347,sampled_pool_0402
703244,sampled_pool_0402
703981,sampled_pool_0402
709532,sampled_pool_0402
718673,sampled_pool_0402
722401,sampled_pool_0402
725046,benchmark
725244,sampled_pool_0402
725410,sampled_pool_0402
725600,sampled_pool_0402
726955,sampled_pool_0402
732317,sampled_pool_0402
732394,sampled_pool_0402
733028,sampled_pool_0402
739748,sampled_pool_0402
744385,sampled_pool_0402
744651,sampled_pool_0402
746420,sampled_pool_0402
747632,sampled_pool_0402
749920,sampled_pool_0402
754774,sampled_pool_0402
755147,sampled_pool_0402
758805,sampled_pool_0402
761702,sampled_pool_0402
764475,sampled_pool_0402
764775,sampled_pool_0402
767203,sampled_pool_0402
768096,sampled_pool_0402
768867,sampled_pool_0402
770219,sampled_pool_0402
770648,sampled_pool_0402
771205,sampled_pool_0402
772497,sampled_pool_0402
772991,sampled_pool_0402
773339,sampled_pool_0402
774154,sampled_pool_0402
775212,sampled_pool_0402
775224,sampled_pool_0402
776820,sampled_pool_0402
776906,sampled_pool_0402
777650,sampled_pool_0402
777947,sampled_pool_0402
778033,sampled_pool_0402
778748,sampled_pool_0402
779246,sampled_pool_0402
782247,sampled_pool_0402
782328,sampled_pool_0402
782492,sampled_pool_0402
782580,sampled_pool_0402
783179,sampled_pool_0402
783427,sampled_pool_0402
784423,sampled_pool_0402
784966,sampled_pool_0402
785185,sampled_pool_0402
785295,sampled_pool_0402
785817,sampled_pool_0402
785829,sampled_pool_0402
787575,sampled_pool_0402
788150,sampled_pool_0402
788403,sampled_pool_0402
788738,sampled_pool_0402
789142,sampled_pool_0402
789620,sampled_pool_0402
789636,sampled_pool_0402
790442,sampled_pool_0402
791202,sampled_pool_0402
793127,sampled_pool_0402
793245,sampled_pool_0402
793595,sampled_pool_0402
793657,sampled_pool_0402
794129,sampled_pool_0402
794859,sampled_pool_0402
796597,sampled_pool_0402
798281,sampled_pool_0402
805413,sampled_pool_0402
809122,benchmark
809551,sampled_pool_0402
812541,sampled_pool_0402
813265,sampled_pool_0402
820984,sampled_pool_0402
856228,sampled_pool_0402
859159,sampled_pool_0402
866934,sampled_pool_0402
998944,sampled_pool_0402
999456,sampled_pool_0402
1000719,sampled_pool_0402
1020580,sampled_pool_0402
1022995,sampled_pool_0402
1027542,sampled_pool_0402
1028631,sampled_pool_0402
1031369,sampled_pool_0402
1037779,sampled_pool_0402
1039322,sampled_pool_0402
1039607,sampled_pool_0402
1040978,sampled_pool_0402
1086646,sampled_pool_0402
1086796,sampled_pool_0402
1086867,sampled_pool_0402
1087607,benchmark
1087812,benchmark
1099179,benchmark
1116658,benchmark
1136388,benchmark
1189968,sampled_pool_0402
1198927,benchmark
1212124,benchmark
1229558,sampled_pool_0402
1233700,sampled_pool_0402
1265071,benchmark
1285950,sampled_pool_0402
1309973,sampled_pool_0402
1368933,benchmark
1372320,sampled_pool_0402
1425795,sampled_pool_0402
1436459,sampled_pool_0402
1438803,benchmark
1438884,sampled_pool_0402
1446247,sampled_pool_0402
1447641,benchmark
1450692,sampled_pool_0402
1477013,benchmark
1477224,benchmark
1482888,sampled_pool_0402
1483419,sampled_pool_0402
1486417,sampled_pool_0402
1487474,sampled_pool_0402
1487915,sampled_pool_0402
1490550,sampled_pool_0402
1494187,sampled_pool_0402
1506652,sampled_pool_0402
1509567,sampled_pool_0402
1540576,benchmark
1540666,benchmark
1543452,sampled_pool_0402
1543554,sampled_pool_0402
1556061,benchmark
1563675,sampled_pool_0402
1565043,sampled_pool_0402
1567343,sampled_pool_0402
1567734,benchmark
1582039,benchmark
1689507,benchmark
1690078,benchmark
1727607,benchmark
1741128,benchmark
1748756,benchmark
1749602,benchmark
1801425,benchmark
1841205,benchmark
1852273,benchmark
1873909,benchmark
1881512,benchmark
1894469,benchmark
1941010,benchmark
1944844,benchmark
1945050,benchmark
2055749,benchmark
2221238,benchmark
2233552,benchmark
2308579,benchmark
2369968,benchmark
2396683,benchmark
2518018,benchmark
2528498,benchmark
2540705,benchmark
2620289,sampled_pool_0402
2620698,benchmark
2620779,benchmark
2621048,benchmark
2621076,benchmark
2648327,sampled_pool_0402
2650623,benchmark
2673999,sampled_pool_0402
2676863,sampled_pool_0402
2679945,benchmark
2684783,sampled_pool_0402
2708832,sampled_pool_0402
2717103,sampled_pool_0402
2721610,sampled_pool_0402
2722188,sampled_pool_0402
2723304,sampled_pool_0402
2739169,sampled_pool_0402
2740617,sampled_pool_0402
2744649,sampled_pool_0402
2751274,sampled_pool_0402
2757972,sampled_pool_0402
2763171,sampled_pool_0402
2764185,benchmark
2771249,benchmark
2795842,sampled_pool_0402
2803251,benchmark
2807852,sampled_pool_0402
2816753,sampled_pool_0402
2818743,sampled_pool_0402
2830076,sampled_pool_0402
2935945,sampled_pool_0402
2959823,sampled_pool_0402
2960868,sampled_pool_0402
2962983,sampled_pool_0402
2963730,sampled_pool_0402
2963925,sampled_pool_0402
2967873,sampled_pool_0402
2967903,sampled_pool_0402
2968929,sampled_pool_0402
2971188,sampled_pool_0402
2973560,sampled_pool_0402
2974121,sampled_pool_0402
2975281,sampled_pool_0402
2976841,sampled_pool_0402
2977333,sampled_pool_0402
2978255,sampled_pool_0402
2978340,sampled_pool_0402
2981315,sampled_pool_0402
2981879,sampled_pool_0402
2995058,sampled_pool_0402
2995371,sampled_pool_0402
2996294,sampled_pool_0402
2997711,sampled_pool_0402
3010658,sampled_pool_0402
3010906,sampled_pool_0402
3011760,sampled_pool_0402
3015001,sampled_pool_0402
3021031,sampled_pool_0402
3023750,sampled_pool_0402
3024246,sampled_pool_0402
3024277,sampled_pool_0402
3026715,sampled_pool_0402
3027956,sampled_pool_0402
3037650,sampled_pool_0402
3038636,sampled_pool_0402
3040714,sampled_pool_0402
3041156,sampled_pool_0402
3042077,sampled_pool_0402
3046252,sampled_pool_0402
3047344,sampled_pool_0402
3047860,sampled_pool_0402
3063063,sampled_pool_0402
3063796,sampled_pool_0402
3163655,sampled_pool_0402
3170487,sampled_pool_0402
3171438,sampled_pool_0402
3177039,sampled_pool_0402
3196885,sampled_pool_0402
3197719,sampled_pool_0402
3205445,sampled_pool_0402
3205601,sampled_pool_0402
3208733,sampled_pool_0402
4237672,benchmark
4245556,sampled_pool_0402
4256749,sampled_pool_0402
4316788,sampled_pool_0402
4337756,sampled_pool_0402
4338419,sampled_pool_0402
4340241,sampled_pool_0402
4349564,sampled_pool_0402
4375147,sampled_pool_0402
4377691,sampled_pool_0402
4383243,sampled_pool_0402
4384856,sampled_pool_0402
4400128,sampled_pool_0402
4407329,sampled_pool_0402
4408164,sampled_pool_0402
4408418,sampled_pool_0402
4409997,sampled_pool_0402
4417064,sampled_pool_0402
4419875,sampled_pool_0402
4420329,sampled_pool_0402
4441994,sampled_pool_0402
4446357,sampled_pool_0402
4450553,benchmark
4454485,sampled_pool_0402
4469712,sampled_pool_0402
4505130,sampled_pool_0402
4513858,sampled_pool_0402
4514052,sampled_pool_0402
4520392,sampled_pool_0402
4524295,sampled_pool_0402
4525074,sampled_pool_0402
4525504,sampled_pool_0402
4533698,sampled_pool_0402
4536293,sampled_pool_0402
4540925,sampled_pool_0402
4565912,sampled_pool_0402
4569674,sampled_pool_0402
4570308,sampled_pool_0402
4573136,sampled_pool_0402
4576542,sampled_pool_0402
4581818,sampled_pool_0402
4586291,sampled_pool_0402
4591917,benchmark
4597350,sampled_pool_0402
4610640,sampled_pool_0402
4630088,benchmark
4637565,sampled_pool_0402
4655985,sampled_pool_0402
4673485,sampled_pool_0402
4681441,sampled_pool_0402
4682686,sampled_pool_0402
4707526,sampled_pool_0402
4725815,sampled_pool_0402
4729774,benchmark
4729777,benchmark
4733453,sampled_pool_0402
4743243,sampled_pool_0402
4767071,sampled_pool_0402
4772235,sampled_pool_0402
4773512,sampled_pool_0402
4782715,sampled_pool_0402
4787448,sampled_pool_0402
4790077,sampled_pool_0402
4793407,sampled_pool_0402
4796209,sampled_pool_0402
4798374,sampled_pool_0402
4831866,sampled_pool_0402
4835953,sampled_pool_0402
4836705,sampled_pool_0402
4879558,benchmark
4887448,sampled_pool_0402
4889562,sampled_pool_0402
4902647,sampled_pool_0402
4904914,sampled_pool_0402
4922504,benchmark
4993281,benchmark
4994041,benchmark
4995263,benchmark
4998825,benchmark
5008354,benchmark
5008972,benchmark
5012529,benchmark
5012574,benchmark
5015202,benchmark
5015317,benchmark
5016737,benchmark
5022574,benchmark
5024239,benchmark
5024324,benchmark
5039082,benchmark
5046951,benchmark
5051615,benchmark
5059841,benchmark
5094983,sampled_pool_0402
5141813,benchmark
5289145,sampled_pool_0402
5297678,sampled_pool_0402
5298643,sampled_pool_0402
5337528,benchmark
5338560,benchmark
5338832,benchmark
5342988,sampled_pool_0402
5529298,benchmark
5802655,benchmark
6095178,benchmark
6119149,benchmark
6247863,sampled_pool_0402
6289956,benchmark
6290120,benchmark
6290331,benchmark
6290349,benchmark
6290420,benchmark
6290488,benchmark
6290557,benchmark
6290654,benchmark
6292777,benchmark
6293032,benchmark
6297560,benchmark
6300174,benchmark
6306430,benchmark
6311463,benchmark
6313911,benchmark
6315597,benchmark
6315996,benchmark
6322035,benchmark
6322569,benchmark
6445883,sampled_pool_0402
6458410,sampled_pool_0402
6470139,sampled_pool_0402
6471881,sampled_pool_0402
6688120,sampled_pool_0402
6941411,sampled_pool_0402
6956499,sampled_pool_0402
6969375,sampled_pool_0402
6974995,sampled_pool_0402
6979079,sampled_pool_0402
6987783,sampled_pool_0402
6989134,sampled_pool_0402
7001027,sampled_pool_0402
7015760,sampled_pool_0402
7015816,sampled_pool_0402
7016781,sampled_pool_0402
7019460,sampled_pool_0402
7020848,sampled_pool_0402
7026317,sampled_pool_0402
7026767,sampled_pool_0402
7030474,sampled_pool_0402
7050470,sampled_pool_0402
7075416,sampled_pool_0402
7075730,sampled_pool_0402
7077164,sampled_pool_0402
7077607,sampled_pool_0402
7081231,sampled_pool_0402
7107378,sampled_pool_0402
7109370,sampled_pool_0402
7163957,sampled_pool_0402
7325818,benchmark
7329667,benchmark
7330948,sampled_pool_0402
7331908,benchmark
7332819,benchmark
7334436,benchmark
7336044,sampled_pool_0402
7629488,benchmark
7641669,benchmark
7649806,benchmark
7650495,benchmark
7654902,benchmark
7656436,benchmark
7674868,benchmark
7699758,benchmark
7699759,benchmark
7701301,benchmark
7713030,benchmark
7713031,benchmark
7774813,benchmark
7779498,benchmark
7803869,benchmark
7820992,benchmark
7844916,benchmark
7857481,sampled_pool_0402
7859340,sampled_pool_0402
7909443,sampled_pool_0402
7912656,sampled_pool_0402
7912928,sampled_pool_0402
7955151,benchmark
8035242,benchmark
8117372,sampled_pool_0402
8228895,benchmark
8245424,benchmark
8437999,sampled_pool_0402
8438849,sampled_pool_0402
8439327,sampled_pool_0402
8441442,sampled_pool_0402
8441587,sampled_pool_0402
8442656,sampled_pool_0402
8443457,sampled_pool_0402
8443637,benchmark
8443723,sampled_pool_0402
8443901,sampled_pool_0402
8443910,sampled_pool_0402
8444832,sampled_pool_0402
8445942,sampled_pool_0402
8448821,sampled_pool_0402
8454022,sampled_pool_0402
8466064,sampled_pool_0402
8480794,sampled_pool_0402
8482667,sampled_pool_0402
8494935,sampled_pool_0402
8496694,sampled_pool_0402
8500654,sampled_pool_0402
8619542,sampled_pool_0402
8621066,sampled_pool_0402
8665422,benchmark
8666174,benchmark
8666932,benchmark
8674865,sampled_pool_0402
8697981,sampled_pool_0402
8707146,sampled_pool_0402
8777780,sampled_pool_0402
8780643,sampled_pool_0402
8813783,sampled_pool_0402
8831891,sampled_pool_0402
8840220,sampled_pool_0402
8866874,sampled_pool_0402
8879933,sampled_pool_0402
8890738,sampled_pool_0402
8901102,sampled_pool_0402
8906069,sampled_pool_0402
8908016,sampled_pool_0402
8916631,sampled_pool_0402
8918594,sampled_pool_0402
8922260,sampled_pool_0402
8923628,sampled_pool_0402
8935732,sampled_pool_0402
8944682,sampled_pool_0402
8955562,sampled_pool_0402
8959100,sampled_pool_0402
8960522,sampled_pool_0402
8961839,sampled_pool_0402
8962534,sampled_pool_0402
8972000,sampled_pool_0402
8976032,sampled_pool_0402
8983203,sampled_pool_0402
8983238,sampled_pool_0402
8984572,sampled_pool_0402
8986721,sampled_pool_0402
8989247,sampled_pool_0402
8999236,sampled_pool_0402
9008094,sampled_pool_0402
9011868,sampled_pool_0402
9013035,sampled_pool_0402
9343666,sampled_pool_0402
9344028,sampled_pool_0402
9382158,benchmark
9391498,sampled_pool_0402
9394675,sampled_pool_0402
9408042,sampled_pool_0402
9409923,sampled_pool_0402
9419578,sampled_pool_0402
9420785,sampled_pool_0402
9436419,sampled_pool_0402
9449545,sampled_pool_0402
9450747,sampled_pool_0402
9473875,sampled_pool_0402
9489126,sampled_pool_0402
9496252,sampled_pool_0402
9507213,sampled_pool_0402
9510518,sampled_pool_0402
9536169,benchmark
9540864,sampled_pool_0402
9553822,benchmark
9557725,benchmark
9576414,benchmark
9592813,benchmark
9594606,benchmark
9595984,benchmark
9597498,benchmark
9599044,benchmark
9599479,benchmark
9599778,benchmark
9600200,benchmark
9600255,benchmark
9600728,benchmark
9601047,benchmark
9603483,benchmark
9603504,benchmark
9603750,benchmark
9606306,benchmark
9606916,benchmark
9606979,benchmark
9607110,benchmark
9607311,benchmark
9607433,benchmark
9607926,benchmark
9608784,benchmark
9608807,benchmark
9610025,benchmark
9611507,benchmark
9611591,benchmark
9611941,benchmark
9612104,benchmark
9612163,benchmark
9618893,benchmark
9620463,benchmark
9621004,benchmark
9621532,benchmark
9621752,benchmark
9622223,benchmark
9622395,benchmark
9660089,benchmark
9674372,benchmark
9676686,benchmark
9717017,benchmark
9732791,benchmark
9734213,benchmark
9874070,sampled_pool_0402
9881383,sampled_pool_0402
9925195,benchmark
9928332,benchmark
9998540,sampled_pool_0402
10025791,sampled_pool_0402
10033511,sampled_pool_0402
10034972,sampled_pool_0402
10114207,sampled_pool_0402
10126963,sampled_pool_0402
10131928,sampled_pool_0402
10146137,benchmark
10146738,benchmark
10166886,benchmark
10174002,benchmark
10185155,benchmark
10192803,benchmark
10243431,benchmark
10245452,benchmark
10296374,sampled_pool_0402
10296681,sampled_pool_0402
10320626,sampled_pool_0402
10329792,benchmark
10333342,benchmark
10338173,sampled_pool_0402
10338795,benchmark
10340252,benchmark
10342696,benchmark
10345366,benchmark
10353017,sampled_pool_0402
10363311,benchmark
10365867,benchmark
10368854,benchmark
10368856,benchmark
10371604,sampled_pool_0402
10415317,benchmark
10591827,sampled_pool_0402
10599655,benchmark
10599667,benchmark
10600096,sampled_pool_0402
10610182,benchmark
10610427,benchmark
10610761,benchmark
10611237,benchmark
10611581,benchmark
10612381,benchmark
10612441,benchmark
10625843,sampled_pool_0402
10636422,sampled_pool_0402
10638613,sampled_pool_0402
10641141,sampled_pool_0402
10660088,sampled_pool_0402
10673135,sampled_pool_0402
10738887,sampled_pool_0402
10775336,sampled_pool_0402
10808557,sampled_pool_0402
