citing_cluster_id,citing_url,cited_cluster_id,cited_url,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
102370,https://www.courtlistener.com/opinion/102370/west-ohio-gas-co-v-public-utilities-commission-of-ohio/,98071,https://www.courtlistener.com/opinion/98071/chicago-milwaukee-st-paul-railway-co-v-polt/,Polt,"Chicago, Milwaukee & St. Paul Railway Co. v. Polt","['1914 U.S. LEXIS 1405', '58 L. Ed. 554', '34 S. Ct. 301', '232 U.S. 165']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,101325,https://www.courtlistener.com/opinion/101325/ex-parte-collins/,,Ex Parte Collins,"['1928 U.S. LEXIS 698', '72 L. Ed. 990', '48 S. Ct. 585', '277 U.S. 565']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,103012,https://www.courtlistener.com/opinion/103012/erie-railroad-v-tompkins/,Erie R. Co.,Erie Railroad v. Tompkins,"['114 A.L.R. 1487', '11 Ohio Op. 246', '1938 U.S. LEXIS 984', '82 L. Ed. 1188', '58 S. Ct. 817', '304 U.S. 64']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,102437,https://www.courtlistener.com/opinion/102437/spielman-motor-sales-co-v-dodge/,Dodge,Spielman Motor Sales Co. v. Dodge,"['1935 U.S. LEXIS 309', '79 L. Ed. 1322', '55 S. Ct. 678', '295 U.S. 89']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,101339,https://www.courtlistener.com/opinion/101339/ex-parte-public-national-bank-of-new-york/,,Ex Parte Public National Bank of New York,"['1928 U.S. LEXIS 285', '73 L. Ed. 202', '49 S. Ct. 43', '278 U.S. 101']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,102278,https://www.courtlistener.com/opinion/102278/oklahoma-gas-electric-co-v-oklahoma-packing-co/,,Oklahoma Gas & Electric Co. v. Oklahoma Packing Co.,"['1934 U.S. LEXIS 717', '78 L. Ed. 1318', '54 S. Ct. 732', '292 U.S. 386']",Catherine McCarthy,Cited by,
103206,https://www.courtlistener.com/opinion/103206/rorick-v-board-of-commrs-of-everglades-drainage-dist/,8764637,https://www.courtlistener.com/opinion/8764637/rorick-v-board-of-commissioners-of-everglades-drainage-dist/,Rorick,Rorick v. Board of Commissioners of Everglades Drainage Dist.,"['24 F. Supp. 458', '1938 U.S. Dist. LEXIS 1965']",Catherine McCarthy,Vacated and remanded by,case on appeal not directly cited
109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,103542,https://www.courtlistener.com/opinion/103542/klaxon-co-v-stentor-electric-manufacturing-co/,Klaxon,Klaxon Co. v. Stentor Electric Manufacturing Co.,"['49 U.S.P.Q. (BNA) 515', '1941 U.S. LEXIS 1298', '85 L. Ed. 1477', '61 S. Ct. 1020', '313 U.S. 487']",Aimee Self Pittman,Affirmed by,
109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,326019,https://www.courtlistener.com/opinion/326019/hawley-k-challoner-etc-v-day-and-zimmermann-inc/,,"Hawley K. Challoner, Etc. v. Day and Zimmermann, Inc.",['512 F.2d 77'],Aimee Self Pittman,Cited by,
109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,103012,https://www.courtlistener.com/opinion/103012/erie-railroad-v-tompkins/,Erie R. Co.,Erie Railroad v. Tompkins,"['114 A.L.R. 1487', '11 Ohio Op. 246', '1938 U.S. LEXIS 984', '82 L. Ed. 1188', '58 S. Ct. 817', '304 U.S. 64']",Aimee Self Pittman,Cited by,
109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,292937,https://www.courtlistener.com/opinion/292937/don-e-lester-jr-plaintiff-appellee-cross-v-aetna-life-insurance/,,"Don E. Lester, Jr., Plaintiff-Appellee-Cross v. Aetna Life Insurance Company, Defendant-Appellant-Cross",['433 F.2d 884'],Aimee Self Pittman,Disapproved by,
109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,109323,https://www.courtlistener.com/opinion/109323/day-zimmermann-inc-v-challoner/,Challoner,"Day & Zimmermann, Inc. v. Challoner","['1975 U.S. LEXIS 90', '423 U.S. 3', '96 S. Ct. 167', '46 L. Ed. 2d 3']",Aimee Self Pittman,Cited by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,89382,https://www.courtlistener.com/opinion/89382/brant-v-virginia-coal-iron-co/,Brant,Brant v. Virginia Coal & Iron Co.,"['3 Otto 326', '1876 U.S. LEXIS 1390', '23 L. Ed. 927', '93 U.S. 326']",Catherine McCarthy,Distinguished by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,90455,https://www.courtlistener.com/opinion/90455/giles-v-little/,Giles,Giles v. Little,"['14 Otto 291', '1881 U.S. LEXIS 2001', '26 L. Ed. 745', '104 U.S. 291']",Catherine McCarthy,Overruled by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,90983,https://www.courtlistener.com/opinion/90983/howard-v-carusi/,Howard,Howard v. Carusi,"['1884 U.S. LEXIS 1748', '27 L. Ed. 1089', '3 S. Ct. 575', '109 U.S. 725']",Catherine McCarthy,Cited by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,84798,https://www.courtlistener.com/opinion/84798/lamberts-lessee-v-payne/,Payne,Lambert's Lessee v. Payne,"['1805 U.S. LEXIS 246', '3 Cranch 97', '2 L. Ed. 377', '7 U.S. 97']",Catherine McCarthy,Cited by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,93152,https://www.courtlistener.com/opinion/93152/potter-v-couch/,Potter,Potter v. Couch,"['1891 U.S. LEXIS 2521', '35 L. Ed. 721', '11 S. Ct. 1005', '141 U.S. 296']",Catherine McCarthy,Cited by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,93354,https://www.courtlistener.com/opinion/93354/roberts-v-lewis/,Roberts,Roberts v. Lewis,"['1892 U.S. LEXIS 2114', '36 L. Ed. 579', '12 S. Ct. 781', '144 U.S. 653']",Catherine McCarthy,Cited by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,85765,https://www.courtlistener.com/opinion/85765/smith-t-v-bell/,,Smith T. v. Bell,"['1832 U.S. LEXIS 457', '6 Pet. 68', '8 L. Ed. 322', '31 U.S. 68']",Catherine McCarthy,Distinguished by,
93904,https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,87423,https://www.courtlistener.com/opinion/87423/suydam-v-williamson/,Suydam,Suydam v. Williamson,"['1860 U.S. LEXIS 424', '24 How. 427', '16 L. Ed. 742', '65 U.S. 427']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,99694,https://www.courtlistener.com/opinion/99694/ex-parte-muir/,,Ex Parte Muir,"['1921 U.S. LEXIS 1865', '65 L. Ed. 383', '41 S. Ct. 185', '254 U.S. 522']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,84978,https://www.courtlistener.com/opinion/84978/schooner-exchange-v-mcfaddon/,McFaddon,Schooner Exchange v. McFaddon,"['1812 U.S. LEXIS 377', '7 Cranch 116', '3 L. Ed. 287', '11 U.S. 116']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,96357,https://www.courtlistener.com/opinion/96357/south-carolina-v-united-states/,South Carolina,South Carolina v. United States,"['3 A.F.T.R. (P-H) 2775', '1905 U.S. LEXIS 991', '50 L. Ed. 261', '26 S. Ct. 110', '199 U.S. 437']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,97293,https://www.courtlistener.com/opinion/97293/the-ira-m-hedges/,,The Ira M. Hedges,"['1910 U.S. LEXIS 2021', '54 L. Ed. 1039', '31 S. Ct. 17', '218 U.S. 264']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,97098,https://www.courtlistener.com/opinion/97098/the-steamship-jefferson/,,The Steamship Jefferson,"['1909 U.S. LEXIS 1740', '54 L. Ed. 125', '30 S. Ct. 54', '215 U.S. 130']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,87438,https://www.courtlistener.com/opinion/87438/united-states-v-babbit/,Babbit,United States v. Babbit,"['1861 U.S. LEXIS 452', '1 Black 55', '17 L. Ed. 94', '66 U.S. 55']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,97486,https://www.courtlistener.com/opinion/97486/united-states-v-congress-construction-co/,,United States v. Congress Construction Co.,"['1911 U.S. LEXIS 1774', '56 L. Ed. 163', '32 S. Ct. 44', '222 U.S. 199']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,90667,https://www.courtlistener.com/opinion/90667/united-states-v-lee/,,United States v. Lee,"['1882 U.S. LEXIS 1534', '27 L. Ed. 171', '1 S. Ct. 240', '106 U.S. 196']",Catherine McCarthy,Cited by,
99731,https://www.courtlistener.com/opinion/99731/the-pesaro/,,,,,,Catherine McCarthy,Reversed by,case on appeal not directly cited
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,100843,https://www.courtlistener.com/opinion/100843/board-of-public-utility-commissioners-v-new-york-telephone-co/,,Board of Public Utility Commissioners v. New York Telephone Co.,"['1926 U.S. LEXIS 606', '70 L. Ed. 808', '46 S. Ct. 363', '271 U.S. 23']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,4102938,https://www.courtlistener.com/opinion/4102938/clarks-ferry-bridge-co-v-public-service-commission/,P.S.C.,Clark's Ferry Bridge Co. v. Public Service Commission,"['1933 Pa. Super. LEXIS 149', '108 Pa. Super. 49', '165 A. 261']",Catherine McCarthy,Affirmed by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,100249,https://www.courtlistener.com/opinion/100249/georgia-railway-power-co-v-railroad-commission/,,Georgia Railway & Power Co. v. Railroad Commission,"['3 A.F.T.R. (P-H) 3199', '1923 U.S. LEXIS 2672', '67 L. Ed. 1144', '43 S. Ct. 680', '262 U.S. 625']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,102091,https://www.courtlistener.com/opinion/102091/los-angeles-gas-electric-corp-v-railroad-commission/,,Los Angeles Gas & Electric Corp. v. Railroad Commission,"['1933 U.S. LEXIS 180', '77 L. Ed. 1180', '53 S. Ct. 637', '289 U.S. 287']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,100936,https://www.courtlistener.com/opinion/100936/mccardle-v-indianapolis-water-co/,McCardle,McCardle v. Indianapolis Water Co.,"['1926 U.S. LEXIS 10', '71 L. Ed. 316', '47 S. Ct. 144', '272 U.S. 400']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,101625,https://www.courtlistener.com/opinion/101625/smith-v-illinois-bell-telephone-co/,,Smith v. Illinois Bell Telephone Co.,"['1930 U.S. LEXIS 840', '75 L. Ed. 255', '51 S. Ct. 65', '282 U.S. 133']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,97966,https://www.courtlistener.com/opinion/97966/the-minnesota-rate-cases/,,The Minnesota Rate Cases,"['1913 U.S. LEXIS 2714', '57 L. Ed. 1511', '33 S. Ct. 729', '230 U.S. 352']",Catherine McCarthy,Cited by,
102198,https://www.courtlistener.com/opinion/102198/clarks-ferry-bridge-co-v-public-service-commission-of-pennsylvania/,102002,https://www.courtlistener.com/opinion/102002/wabash-valley-electric-co-v-young/,Young,Wabash Valley Electric Co. v. Young,"['1933 U.S. LEXIS 4', '77 L. Ed. 447', '53 S. Ct. 234', '287 U.S. 488']",Catherine McCarthy,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,112227,https://www.courtlistener.com/opinion/112227/davis-v-michigan-department-of-the-treasury/,Davis,Davis v. Michigan Department of the Treasury,"['63 A.F.T.R.2d (RIA) 1174', '57 U.S.L.W. 4389', '10 Employee Benefits Cas. (BNA) 2097', '1989 U.S. LEXIS 1667', '489 U.S. 803', '109 S. Ct. 1500', '103 L. Ed. 2d 891']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,105993,https://www.courtlistener.com/opinion/105993/phillips-chemical-co-v-dumas-independent-school-district/,Phillips Co,Phillips Chemical Co. v. Dumas Independent School District,"['1960 U.S. LEXIS 1600', '361 U.S. 376', '80 S. Ct. 474', '4 L. Ed. 2d 384']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,85272,https://www.courtlistener.com/opinion/85272/mculloch-v-state-of-maryland/,M'culloch,M'culloch v. State of Maryland,"['1819 U.S. LEXIS 320', '4 Wheat. 316', '4 L. Ed. 579', '17 U.S. 316']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,96405,https://www.courtlistener.com/opinion/96405/united-states-v-detroit-timber-lumber-co/,Detroit Timber & Lumber,United States v. Detroit Timber & Lumber Co.,"['1906 U.S. LEXIS 1482', '50 L. Ed. 499', '26 S. Ct. 282', '200 U.S. 321']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,103172,https://www.courtlistener.com/opinion/103172/graves-v-new-york-ex-rel-okeefe/,Graves,Graves v. New York Ex Rel. O'Keefe,"['22 A.F.T.R. (P-H) 290', '1 C.B. 129', '120 A.L.R. 1466', '1939 U.S. LEXIS 980', '83 L. Ed. 927', '59 S. Ct. 595', '306 U.S. 466']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,118310,https://www.courtlistener.com/opinion/118310/jefferson-county-v-acker/,Acker,Jefferson County v. Acker,"['1999 U.S. LEXIS 4202', '527 U.S. 423', '119 S. Ct. 2069', '144 L. Ed. 2d 408']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,103047,https://www.courtlistener.com/opinion/103047/helvering-v-gerhardt/,Helvering,Helvering v. Gerhardt,"['20 A.F.T.R. (P-H) 1276', '1 C.B. 246', '1938 U.S. LEXIS 1151', '82 L. Ed. 1427', '58 S. Ct. 969', '304 U.S. 405']",Huihui Xu,Cited by,
4591917,https://www.courtlistener.com/opinion/4591917/dawson-v-steager/,112723,https://www.courtlistener.com/opinion/112723/barker-v-kansas/,Barker,Barker v. Kansas,"['1992 U.S. LEXIS 2549', '503 U.S. 594', '112 S. Ct. 1619', '118 L. Ed. 2d 243']",Huihui Xu,Cited by,
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,2556,https://www.courtlistener.com/opinion/2556/bonime-v-avaya-inc/,Bonime,"Bonime v. Avaya, Inc.","['2008 WL 4755795', '2008 U.S. App. LEXIS 25840', '46 Communications Reg. (P&F) 387', '547 F.3d 497']",Catherine McCarthy,Abrogated by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,6792710,https://www.courtlistener.com/opinion/6792710/shady-grove-orthopedic-associates-pa-v-allstate-insurance-co/,,"Shady Grove Orthopedic Associates, P.A. v. Allstate Insurance Co.","['559 U.S. 393', '130 S. Ct. 1431', '2010 U.S. LEXIS 2929', '176 L. Ed. 2d 311']",Catherine McCarthy,Cited by,
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,103012,https://www.courtlistener.com/opinion/103012/erie-railroad-v-tompkins/,Erie R. Co.,Erie Railroad v. Tompkins,"['114 A.L.R. 1487', '11 Ohio Op. 246', '1938 U.S. LEXIS 984', '82 L. Ed. 1188', '58 S. Ct. 817', '304 U.S. 64']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,2415900,https://www.courtlistener.com/opinion/2415900/holster-v-gatco-inc/,Holster,"Holster v. Gatco, Inc.","['2007 WL 923086', '2007 U.S. Dist. LEXIS 20953', '30 A.L.R. Fed. 2d 841', '485 F. Supp. 2d 179']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,7103214,https://www.courtlistener.com/opinion/7103214/tyler-v-douglas/,Tyler,Tyler v. Douglas,"['2001 WL 1230630', '280 F.3d 116']",Catherine McCarthy,Cited by,cited only in dissent
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,2513679,https://www.courtlistener.com/opinion/2513679/leider-v-ralfe/,Leider,Leider v. Ralfe,"['2005 WL 152025', '2005 U.S. Dist. LEXIS 945', '387 F. Supp. 2d 283']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,8754798,https://www.courtlistener.com/opinion/8754798/in-re-relafen-antitrust-litigation/,,In re Relafen Antitrust Litigation,"['2004 WL 1068853', '2004 U.S. Dist. LEXIS 8539', '221 F.R.D. 260']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,2552,https://www.courtlistener.com/opinion/2552/shady-grove-orthopedic-associates-pa-v-allstate-insurance/,,"Shady Grove Orthopedic Associates, P.A. v. Allstate Insurance","['2008 WL 4936848', '2008 U.S. App. LEXIS 24036', '549 F.3d 137']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,9053270,https://www.courtlistener.com/opinion/9053270/dornberger-v-metropolitan-life-insurance/,Dornberger,Dornberger v. Metropolitan Life Insurance,"['1998 WL 542322', '1998 U.S. Dist. LEXIS 13101', '182 F.R.D. 72']",Catherine McCarthy,Cited by,cited only in concurrence
2146,https://www.courtlistener.com/opinion/2146/holster-v-gatco-inc/,173908,https://www.courtlistener.com/opinion/173908/holster-v-gatco-inc/,,"Holster v. Gatco, Inc.","['618 F.3d 214', '51 Communications Reg. (P&F) 244', '2010 WL 3307468', '2010 U.S. App. LEXIS 17661']",Catherine McCarthy,Vacated and remanded by,case on appeal not directly cited
