filename,citing_cluster_id,citing_decision_name,citing_url,citing_opinions,citing_filenames,cited_cluster_id,cited_decision_name,cited_url,cited_name_short,cited_name,cited_name_full,cited_citations,overruled,note,use_full_opinion
0011.92059_cites_88673.txt,92059,"In re Ayers,123 U.S. 443  (1887)",https://www.courtlistener.com/opinion/92059/in-re-ayers/,"[{'opinion_id': 9417465, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417465/', 'opinion_type': '020lead', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_020lead.txt'}, {'opinion_id': 9417466, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417466/', 'opinion_type': '030concurrence', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_030concurrence.txt'}, {'opinion_id': 9417467, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417467/', 'opinion_type': '040dissent', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_040dissent.txt'}, {'opinion_id': 92059, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92059/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_010combined.txt'}]","['92059_020lead.txt', '92059_030concurrence.txt', '92059_040dissent.txt', '92059_010combined.txt']",88673,Davis v. Gray (1873),https://www.courtlistener.com/opinion/88673/davis-v-gray/,Davis,Davis v. Gray,Davis v. Gray,"['83 U.S. 203', '21 L. Ed. 447', '16 Wall. 203', '1872 U.S. LEXIS 1151']",no,,0
0012.92059_cites_87371.txt,92059,"In re Ayers,123 U.S. 443  (1887)",https://www.courtlistener.com/opinion/92059/in-re-ayers/,"[{'opinion_id': 9417465, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417465/', 'opinion_type': '020lead', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_020lead.txt'}, {'opinion_id': 9417466, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417466/', 'opinion_type': '030concurrence', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_030concurrence.txt'}, {'opinion_id': 9417467, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417467/', 'opinion_type': '040dissent', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_040dissent.txt'}, {'opinion_id': 92059, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92059/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_010combined.txt'}]","['92059_020lead.txt', '92059_030concurrence.txt', '92059_040dissent.txt', '92059_010combined.txt']",87371,"Commonwealth of Ky. v. DENNISON, GOVERNOR, &C. (1861)",https://www.courtlistener.com/opinion/87371/commonwealth-of-ky-v-dennison-governor-c/,,"Commonwealth of Ky. v. DENNISON, GOVERNOR, &C.","Ex Parte. in the Matter of the Commonwealth of Kentucky, One of the United States of America, by Beriah Magoffin, Governor, and the Executive Authority, Thereof, Petitioner, v. William Dennison, Governor and Executive Authority of the State of Ohio","['65 U.S. 66', '16 L. Ed. 717', '24 How. 66', '1860 U.S. LEXIS 376']",no,,0
0013.92059_cites_91583.txt,92059,"In re Ayers,123 U.S. 443  (1887)",https://www.courtlistener.com/opinion/92059/in-re-ayers/,"[{'opinion_id': 9417465, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417465/', 'opinion_type': '020lead', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_020lead.txt'}, {'opinion_id': 9417466, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417466/', 'opinion_type': '030concurrence', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_030concurrence.txt'}, {'opinion_id': 9417467, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417467/', 'opinion_type': '040dissent', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_040dissent.txt'}, {'opinion_id': 92059, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92059/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_010combined.txt'}]","['92059_020lead.txt', '92059_030concurrence.txt', '92059_040dissent.txt', '92059_010combined.txt']",91583,Hagood v. Southern (1886),https://www.courtlistener.com/opinion/91583/hagood-v-southern/,Hagood,Hagood v. Southern,HAGOOD & Others v. SOUTHERN & Another; HAGOOD & Others v. WILLIAMS,"['117 U.S. 52', '6 S. Ct. 608', '29 L. Ed. 805', '1886 U.S. LEXIS 1816']",no,,0
0014.92059_cites_90667.txt,92059,"In re Ayers,123 U.S. 443  (1887)",https://www.courtlistener.com/opinion/92059/in-re-ayers/,"[{'opinion_id': 9417465, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417465/', 'opinion_type': '020lead', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_020lead.txt'}, {'opinion_id': 9417466, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417466/', 'opinion_type': '030concurrence', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_030concurrence.txt'}, {'opinion_id': 9417467, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417467/', 'opinion_type': '040dissent', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_040dissent.txt'}, {'opinion_id': 92059, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92059/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_010combined.txt'}]","['92059_020lead.txt', '92059_030concurrence.txt', '92059_040dissent.txt', '92059_010combined.txt']",90667,United States v. Lee (1882),https://www.courtlistener.com/opinion/90667/united-states-v-lee/,,United States v. Lee,United States v. Lee; Kaufman v. Lee,"['106 U.S. 196', '1 S. Ct. 240', '27 L. Ed. 171', '1882 U.S. LEXIS 1534']",no,,0
0015.92059_cites_85451.txt,92059,"In re Ayers,123 U.S. 443  (1887)",https://www.courtlistener.com/opinion/92059/in-re-ayers/,"[{'opinion_id': 9417465, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417465/', 'opinion_type': '020lead', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_020lead.txt'}, {'opinion_id': 9417466, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417466/', 'opinion_type': '030concurrence', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_030concurrence.txt'}, {'opinion_id': 9417467, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/9417467/', 'opinion_type': '040dissent', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_040dissent.txt'}, {'opinion_id': 92059, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92059/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92059_010combined.txt'}]","['92059_020lead.txt', '92059_030concurrence.txt', '92059_040dissent.txt', '92059_010combined.txt']",85451,Osborn v. Bank of United States (1824) ,https://www.courtlistener.com/opinion/85451/osborn-v-bank-of-united-states/,Osborn,Osborn v. Bank of United States,,"['22 U.S. 738', '6 L. Ed. 204', '9 Wheat. 738', '1824 U.S. LEXIS 409']",yes,,0
0016.92291_cites_88699.txt,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",https://www.courtlistener.com/opinion/92291/leloup-v-port-of-mobile/,"[{'opinion_id': 92291, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92291/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92291_010combined.txt'}]",['92291_010combined.txt'],88699,Osborne v. Mobile (1873),https://www.courtlistener.com/opinion/88699/osborne-v-mobile/,Osborne,Osborne v. Mobile,Osborne v. Mobile,"['83 U.S. 479', '21 L. Ed. 470', '16 Wall. 479', '1872 U.S. LEXIS 1177']",yes,,0
0017.92291_cites_89664.txt,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",https://www.courtlistener.com/opinion/92291/leloup-v-port-of-mobile/,"[{'opinion_id': 92291, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92291/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92291_010combined.txt'}]",['92291_010combined.txt'],89664,Pensacola Telegraph Co. v. Western Union Telegraph Co. (1878),https://www.courtlistener.com/opinion/89664/pensacola-telegraph-co-v-western-union-telegraph-co/,,Pensacola Telegraph Co. v. Western Union Telegraph Co.,Pensacola Telegraph Company v. Western Union Telegraph Company,"['96 U.S. 1', '24 L. Ed. 708', '1877 U.S. LEXIS 1621']",no,,0
0018.92291_cites_90600.txt,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",https://www.courtlistener.com/opinion/92291/leloup-v-port-of-mobile/,"[{'opinion_id': 92291, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92291/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92291_010combined.txt'}]",['92291_010combined.txt'],90600,Telegraph Co. v. Texas (1882),https://www.courtlistener.com/opinion/90600/telegraph-co-v-texas/,,Telegraph Co. v. Texas,Telegraph Company v. Texas,"['105 U.S. 460', '26 L. Ed. 1067', '1881 U.S. LEXIS 2149', '1 Tex. L. R. 65']",no,,0
0019.92291_cites_91869.txt,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",https://www.courtlistener.com/opinion/92291/leloup-v-port-of-mobile/,"[{'opinion_id': 92291, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92291/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92291_010combined.txt'}]",['92291_010combined.txt'],91869,Robbins v. Shelby County Taxing District (1887),https://www.courtlistener.com/opinion/91869/robbins-v-shelby-county-taxing-district/,Robbins,Robbins v. Shelby County Taxing District,Robbins v. Shelby County Taxing District,"['120 U.S. 489', '7 S. Ct. 592', '30 L. Ed. 694', '1887 U.S. LEXIS 1993']",no,,0
0020.92291_cites_91985.txt,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",https://www.courtlistener.com/opinion/92291/leloup-v-port-of-mobile/,"[{'opinion_id': 92291, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/92291/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '92291_010combined.txt'}]",['92291_010combined.txt'],91985,Philadelphia & Southern Steamship Co. v. Pennsylvania (1887),https://www.courtlistener.com/opinion/91985/philadelphia-southern-steamship-co-v-pennsylvania/,,Philadelphia & Southern Steamship Co. v. Pennsylvania,Philadelphia and Southern Steamship Company v. Pennsylvania,"['122 U.S. 326', '7 S. Ct. 1118', '30 L. Ed. 1200', '1887 U.S. LEXIS 2112']",no,,0
0021.93311_cites_92988.txt,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",https://www.courtlistener.com/opinion/93311/brenham-v-german-american-bank/,"[{'opinion_id': 93311, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93311/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93311_010combined.txt'}]",['93311_010combined.txt'],92988,Merrill v. Monticello (1891),https://www.courtlistener.com/opinion/92988/merrill-v-monticello/,Merrill,Merrill v. Monticello,Merrill v. Monticello,"['138 U.S. 673', '11 S. Ct. 441', '34 L. Ed. 1069', '1891 U.S. LEXIS 2356']",no,,0
0022.93311_cites_87743.txt,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",https://www.courtlistener.com/opinion/93311/brenham-v-german-american-bank/,"[{'opinion_id': 93311, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93311/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93311_010combined.txt'}]",['93311_010combined.txt'],87743,Rogers v. Burlington (1866),https://www.courtlistener.com/opinion/87743/rogers-v-burlington/,Burlington,Rogers v. Burlington,Rogers v. Burlington,"['70 U.S. 654', '18 L. Ed. 79', '3 Wall. 654', '1865 U.S. LEXIS 747']",yes,,0
0023.93311_cites_91125.txt,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",https://www.courtlistener.com/opinion/93311/brenham-v-german-american-bank/,"[{'opinion_id': 93311, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93311/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93311_010combined.txt'}]",['93311_010combined.txt'],91125,Claiborne County v. Brooks (1884),https://www.courtlistener.com/opinion/91125/claiborne-county-v-brooks/,Brooks,Claiborne County v. Brooks,Claiborne County v. Brooks,"['111 U.S. 400', '4 S. Ct. 489', '28 L. Ed. 470', '1884 U.S. LEXIS 1799']",no,,0
0024.93311_cites_87776.txt,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",https://www.courtlistener.com/opinion/93311/brenham-v-german-american-bank/,"[{'opinion_id': 93311, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93311/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93311_010combined.txt'}]",['93311_010combined.txt'],87776,Mitchell v. Burlington (1867),https://www.courtlistener.com/opinion/87776/mitchell-v-burlington/,Burlington,Mitchell v. Burlington,Mitchell v. Burlington,"['71 U.S. 270', '18 L. Ed. 350', '4 Wall. 270', '1866 U.S. LEXIS 883']",yes,,0
0025.93311_cites_88640.txt,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",https://www.courtlistener.com/opinion/93311/brenham-v-german-american-bank/,"[{'opinion_id': 93311, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93311/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93311_010combined.txt'}]",['93311_010combined.txt'],88640,Police Jury v. Britton (1873),https://www.courtlistener.com/opinion/88640/police-jury-v-britton/,Britton,Police Jury v. Britton,Police Jury v. Britton,"['82 U.S. 566', '21 L. Ed. 251', '15 Wall. 566', '1872 U.S. LEXIS 1287']",no,,0
0026.93904_cites_93354.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],93354,Roberts v. Lewis (1892),https://www.courtlistener.com/opinion/93354/roberts-v-lewis/,Roberts,Roberts v. Lewis,Roberts v. Lewis,"['144 U.S. 653', '12 S. Ct. 781', '36 L. Ed. 579', '1892 U.S. LEXIS 2114']",no,,0
0027.93904_cites_87423.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],87423,Suydam v. Williamson (1861),https://www.courtlistener.com/opinion/87423/suydam-v-williamson/,Suydam,Suydam v. Williamson,"James H. Suydam, Plaintiff in Error, v. William H. Williamson","['65 U.S. 427', '16 L. Ed. 742', '24 How. 427', '1860 U.S. LEXIS 424']",no,,0
0028.93904_cites_84798.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],84798,Lambert's Lessee v. Payne (1805),https://www.courtlistener.com/opinion/84798/lamberts-lessee-v-payne/,Payne,Lambert's Lessee v. Payne,Lambert's Lessee v. Paine,"['7 U.S. 97', '2 L. Ed. 377', '3 Cranch 97', '1805 U.S. LEXIS 246']",no,,0
0029.93904_cites_89382.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],89382,Brant v. Virginia Coal & Iron Co. (1876),https://www.courtlistener.com/opinion/89382/brant-v-virginia-coal-iron-co/,Brant,Brant v. Virginia Coal & Iron Co.,Brant v. Virginia Coal and Iron Company Et Al.,"['93 U.S. 326', '23 L. Ed. 927', '1876 U.S. LEXIS 1390', '3 Otto 326']",no,,0
0030.93904_cites_90983.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],90983,Howard v. Carusi (1884),https://www.courtlistener.com/opinion/90983/howard-v-carusi/,Howard,Howard v. Carusi,HOWARD v. CARUSI and Another,"['109 U.S. 725', '3 S. Ct. 575', '27 L. Ed. 1089', '1884 U.S. LEXIS 1748']",no,,0
0031.93904_cites_93152.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],93152,Potter v. Couch (1891),https://www.courtlistener.com/opinion/93152/potter-v-couch/,Potter,Potter v. Couch,Potter v. Couch; Hale v. Couch; Johnson v. Couch; Johnson v. Couch; Couch v. Couch,"['141 U.S. 296', '11 S. Ct. 1005', '35 L. Ed. 721', '1891 U.S. LEXIS 2521']",no,,0
0032.93904_cites_90455.txt,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",https://www.courtlistener.com/opinion/93904/roberts-v-lewis/,"[{'opinion_id': 93904, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/93904/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '93904_010combined.txt'}]",['93904_010combined.txt'],90455,Giles v. Little (1881),https://www.courtlistener.com/opinion/90455/giles-v-little/,Giles,Giles v. Little,Giles v. Little,"['104 U.S. 291', '26 L. Ed. 745', '1881 U.S. LEXIS 2001', '14 Otto 291']",yes,,0
0033.98124_cites_96356.txt,98124,"Garland v. Washington,232 U.S. 642  (1914)",https://www.courtlistener.com/opinion/98124/garland-v-washington/,"[{'opinion_id': 98124, 'opinion_api': 'https://www.courtlistener.com/api/rest/v4/opinions/98124/', 'opinion_type': '010combined', 'opinion_source': 'html_with_citations', 'opinion_filename': '98124_010combined.txt'}]",['98124_010combined.txt'],96356,Rogers v. Peck (1905),https://www.courtlistener.com/opinion/96356/rogers-v-peck/,Peck,Rogers v. Peck,Rogers v. Peck,"['199 U.S. 425', '26 S. Ct. 87', '50 L. Ed. 256', '1905 U.S. LEXIS 1019']",no,,0
