citing_opinion_id,citing_index,court,docket_id,cluster_id,citing_decision_name,cited_opinion_id,cited_index,depth,cited_decision_name,overruled,notes,opinion_types,opinion_sources,cite_names,filename
92059,1,scotus,96842,92059,"In re Ayers,123 U.S. 443  (1887)",90667,5,2,United States v. Lee (1882),no,,"['040dissent', '030concurrence', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'xml_harvard', 'html_with_citations']","['States', '106 U.S. 196', 'Lee']",0014.92059_cites_90667.txt
92291,2,scotus,2449371,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",88699,0,2,Osborne v. Mobile (1873),yes,,['010combined'],['html_with_citations'],"['16 Wall. 479', 'Mobile']",0015.92291_cites_88699.txt
92291,2,scotus,2449371,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",89664,1,2,Pensacola Telegraph Co. v. Western Union Telegraph Co. (1878),no,,['010combined'],['html_with_citations'],['96 U.S. 1'],0016.92291_cites_89664.txt
92291,2,scotus,2449371,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",90600,2,2,Telegraph Co. v. Texas (1882),no,,['010combined'],['html_with_citations'],['105 U.S. 460'],0017.92291_cites_90600.txt
92291,2,scotus,2449371,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",91869,3,2,Robbins v. Shelby County Taxing District (1887),no,,['010combined'],['html_with_citations'],['120 U.S. 489'],0018.92291_cites_91869.txt
92291,2,scotus,2449371,92291,"Leloup v. Port of Mobile,127 U.S. 640  (1888)",91985,4,2,Philadelphia & Southern Steamship Co. v. Pennsylvania (1887),no,,['010combined'],['html_with_citations'],"['122 U.S. 326', 'Pennsylvania']",0019.92291_cites_91985.txt
93311,3,scotus,2397685,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",92988,0,4,Merrill v. Monticello (1891),no,,['010combined'],['html_with_citations'],"['138 U.S. 673', 'Monticello', 'Merrill']",0020.93311_cites_92988.txt
93311,3,scotus,2397685,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",87743,1,4,Rogers v. Burlington (1866),yes,,['010combined'],['html_with_citations'],"['Rogers', 'Burlington', '3 Wall. 654']",0021.93311_cites_87743.txt
93311,3,scotus,2397685,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",91125,2,4,Claiborne County v. Brooks (1884),no,,['010combined'],['html_with_citations'],"['Brooks', '111 U.S. 400']",0022.93311_cites_91125.txt
93311,3,scotus,2397685,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",87776,3,3,Mitchell v. Burlington (1867),yes,,['010combined'],['html_with_citations'],"['Burlington', '4 Wall. 270', 'Mitchell']",0023.93311_cites_87776.txt
93311,3,scotus,2397685,93311,"Brenham v. German American Bank,144 U.S. 173  (1892)",88640,4,3,Police Jury v. Britton (1873),no,,['010combined'],['html_with_citations'],"['Britton', '15 Wall. 566']",0024.93311_cites_88640.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",93354,0,1,Roberts v. Lewis (1892),no,,['010combined'],['html_with_citations'],['144 U.S. 653'],0025.93904_cites_93354.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",87423,1,1,Suydam v. Williamson (1861),no,,['010combined'],['html_with_citations'],['24 How. 427'],0026.93904_cites_87423.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",84798,2,1,Lambert's Lessee v. Payne (1805),no,,['010combined'],['html_with_citations'],"['3 Cranch, 97']",0027.93904_cites_84798.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",89382,3,1,Brant v. Virginia Coal & Iron Co. (1876),no,,['010combined'],['html_with_citations'],"['Brant', '93 U.S. 326']",0028.93904_cites_89382.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",90983,4,1,Howard v. Carusi (1884),no,,['010combined'],['html_with_citations'],['109 U.S. 725'],0029.93904_cites_90983.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",93152,5,1,Potter v. Couch (1891),no,,['010combined'],['html_with_citations'],['141 U.S. 296'],0030.93904_cites_93152.txt
93904,4,scotus,229746,93904,"Roberts v. Lewis,153 U.S. 367  (1894)",90455,6,1,Giles v. Little (1881),yes,,['010combined'],['html_with_citations'],"['Giles', 'Little', '104 U.S. 291']",0031.93904_cites_90455.txt
98124,5,scotus,428794,98124,"Garland v. Washington,232 U.S. 642  (1914)",96356,0,1,Rogers v. Peck (1905),no,,['010combined'],['html_with_citations'],['199 U.S. 425'],0032.98124_cites_96356.txt
98124,5,scotus,428794,98124,"Garland v. Washington,232 U.S. 642  (1914)",94455,1,1,Crain v. United States (1896),yes,,['010combined'],['html_with_citations'],['162 U.S. 625'],0033.98124_cites_94455.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",97893,0,4,Bauer & Cie v. O'Donnell (1913),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['229 U.S. 1'],0034.98917_cites_97893.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",97584,1,4,Henry v. A. B. Dick Co. (1912),yes,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['224 U.S. 1'],0035.98917_cites_97584.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",96878,2,2,Continental Paper Bag Co. v. Eastern Paper Bag Co. (1908),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['210 U.S. 405'],0036.98917_cites_96878.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",93828,3,1,Dunlap v. Schofield (1894),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['152 U.S. 244'],0037.98917_cites_93828.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",94177,4,1,Keeler v. Standard Folding Bed Co. (1895),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['157 U.S. 659'],0038.98917_cites_94177.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",89595,5,1,Keystone Bridge Co. v. Phoenix Iron Co. (1877),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['95 U.S. 274'],0039.98917_cites_89595.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",90432,6,1,Railroad Co. v. Mellon (1881),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['104 U.S. 112'],0040.98917_cites_90432.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",91637,7,1,Yale Lock Manufacturing Co. v. Greenleaf (1886),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['117 U.S. 554'],0041.98917_cites_91637.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",93161,8,1,McClain v. Ortmayer (1891),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['141 U.S. 419'],0042.98917_cites_93161.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",94711,9,1,United States v. American Bell Telephone Co. (1897),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['167 U.S. 224'],0043.98917_cites_94711.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",93908,10,1,Ashley v. Ryan (1894),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['153 U.S. 436'],0044.98917_cites_93908.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",96107,11,1,Ohio Ex Rel. Lloyd v. Dollison (1904),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['194 U.S. 445'],0045.98917_cites_96107.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",95670,12,1,Bement v. National Harrow Co. (1902),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['186 U.S. 70'],0046.98917_cites_95670.txt
98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",98575,13,1,Bailey v. Baker Ice MacHine Co. (1915),no,,"['040dissent', '020lead', '010combined']","['xml_harvard', 'xml_harvard', 'html_with_citations']",['239 U.S. 268'],0047.98917_cites_98575.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",95042,0,2,Lake Shore & Michigan Southern Railway Co. v. Smith (1899),yes,,['010combined'],['html_with_citations'],"['173 U.S. 684', 'Smith', 'supra']",0048.99004_cites_95042.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",3483537,1,1,Penna. R.R. Co. v. Public Ser. Com. (1915),no,,['010combined'],['html_with_citations'],"['126 Maryland, 59']",0049.99004_cites_3483537.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",93379,2,1,Interstate Com. Commiss. v. B. & O. RAILROAD (1892),no,,['010combined'],['html_with_citations'],['145 U.S. 263'],0050.99004_cites_93379.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",98392,3,1,"Norfolk and Western Railway Company v. Conley, Attorney General of the State of West Virginia (1913)",no,,['010combined'],['html_with_citations'],['236 U.S. 605'],0051.99004_cites_98392.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",98391,4,1,Northern Pacific Railway Co. v. North Dakota Ex Rel. McCue (1915),no,,['010combined'],['html_with_citations'],['236 U.S. 585'],0052.99004_cites_98391.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",95555,5,1,Louisville & Nashville Railroad v. Kentucky (1902),no,,['010combined'],['html_with_citations'],['183 U.S. 503'],0053.99004_cites_95555.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",97966,6,1,The Minnesota Rate Cases (1913),no,,['010combined'],['html_with_citations'],['230 U.S. 352'],0054.99004_cites_97966.txt
99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",96710,7,1,Interstate Consolidated Street Railway Co. v. Massachusetts (1907),no,,['010combined'],['html_with_citations'],['207 U.S. 79'],0055.99004_cites_96710.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",89506,0,2,Doyle v. Continental Insurance (1877),yes,,['010combined'],['html_with_citations'],['94 U.S. 535'],0056.99901_cites_89506.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",96471,1,2,Security Mutual Life Insurance v. Prewitt (1906),yes,,['010combined'],['html_with_citations'],['202 U.S. 246'],0057.99901_cites_96471.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93467,2,1,Iowa v. Illinois (1893),no,,['010combined'],['html_with_citations'],['147 U.S. 1'],0058.99901_cites_93467.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",88953,3,1,Home Ins. Co. v. Morse (1874),no,,['010combined'],['html_with_citations'],['20 Wall. 445'],0059.99901_cites_88953.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",91911,4,1,Barron v. Burnside (1887),no,,['010combined'],['html_with_citations'],['121 U.S. 186'],0060.99901_cites_91911.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93431,5,1,Southern Pacific Co. v. Denton (1892),no,,['010combined'],['html_with_citations'],['146 U.S. 202'],0061.99901_cites_93431.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93803,6,1,Martin's Administrator v. Baltimore & Ohio Railroad (1894),no,,['010combined'],['html_with_citations'],['151 U.S. 673'],0062.99901_cites_93803.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",94850,7,1,Barrow Steamship Co. v. Kane (1898),no,,['010combined'],['html_with_citations'],['170 U.S. 100'],0063.99901_cites_94850.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",97283,8,1,"Herndon v. Chicago, Rock Island & Pacific Railway Co. (1910)",no,,['010combined'],['html_with_citations'],['218 U.S. 135'],0064.99901_cites_97283.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",98085,9,1,Harrison v. St. Louis & San Francisco Railroad (1914),no,,['010combined'],['html_with_citations'],['232 U.S. 318'],0065.99901_cites_98085.txt
99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",98747,10,1,Donald v. Philadelphia & Reading Coal & Iron Co. (1916),no,,['010combined'],['html_with_citations'],['241 U.S. 329'],0066.99901_cites_98747.txt
101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",92485,0,1,Friedlander v. Texas & Pacific Railway Co. (1889),yes,,['010combined'],['html_with_citations'],"['130 U.S. 416', 'Friedlander']",0067.101368_cites_92485.txt
101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",4727363,1,1,Roy & Roy v. Northern Pacific Railway Co. (1906),no,,['010combined'],['html_with_citations'],['42 Wash. 572'],0068.101368_cites_4727363.txt
101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",5562591,2,1,Planters' Rice-Mill Co. v. Merchants' National Bank (1887),no,,['010combined'],['html_with_citations'],['78 Ga. 574'],0069.101368_cites_5562591.txt
101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",3678043,3,1,Havens v. Bank of Tarboro (1903),no,,['010combined'],['html_with_citations'],['132 N.C. 214'],0070.101368_cites_3678043.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",3589385,0,2,Pennsylvania Gas Co. v. Public Service Commission (1919),yes,,['010combined'],['html_with_citations'],"['225 N.Y. 397', '122 N.E. 260']",0071.101750_cites_3589385.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",3486521,1,2,West Virginia & Maryland Gas Co. v. Towers (1919),no,,['010combined'],['html_with_citations'],"['106 A. 265', '134 Md. 137']",0072.101750_cites_3486521.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",99524,2,1,Pennsylvania Gas Co. v. Public Service Commission (1920),no,,['010combined'],['html_with_citations'],['252 U.S. 23'],0073.101750_cites_99524.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101295,3,1,Sprout v. South Bend (1928),no,,['010combined'],['html_with_citations'],['277 U.S. 163'],0074.101750_cites_101295.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",1578327,4,1,Pullman Co. v. Richardson (1923),no,,['010combined'],['html_with_citations'],['261 U.S. 330'],0075.101750_cites_1578327.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101176,5,1,Atlantic Coast Line Railroad v. Standard Oil Co. of Kentucky (1927),no,,['010combined'],['html_with_citations'],['275 U.S. 257'],0076.101750_cites_101176.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101497,6,1,New Jersey Bell Telephone Co. v. State Board of Taxes & Assessments (1930),no,,['010combined'],['html_with_citations'],['280 U.S. 338'],0077.101750_cites_101497.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100442,7,1,Missouri Ex Rel. Barrett v. Kansas Natural Gas Co. (1924),no,,['010combined'],['html_with_citations'],"['Missouri', '265 U.S. 298']",0078.101750_cites_100442.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100987,8,1,Public Utilities Commission v. Attleboro Steam & Electric Co. (1927),no,,['010combined'],['html_with_citations'],['273 U.S. 83'],0079.101750_cites_100987.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100829,9,1,Peoples Natural Gas Co. v. Public Service Commission (1926),no,,['010combined'],['html_with_citations'],['270 U.S. 550'],0080.101750_cites_100829.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",85534,10,1,Brown v. Maryland (1827),no,,['010combined'],['html_with_citations'],['12 Wheat. 419'],0081.101750_cites_85534.txt
101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",92767,11,1,Leisy v. Hardin (1890),no,,['010combined'],['html_with_citations'],['135 U.S. 100'],0082.101750_cites_92767.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99897,0,2,Gillespie v. Oklahoma (1922),no,,['010combined'],['html_with_citations'],['257 U.S. 501'],0083.101913_cites_99897.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",89542,1,2,Forbes v. Gracey (1877),no,,['010combined'],['html_with_citations'],"['Forbes', '94 U.S. 762']",0084.101913_cites_89542.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99943,2,2,Irwin v. Wright (1922),no,,['010combined'],['html_with_citations'],['258 U.S. 219'],0085.101913_cites_99943.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101632,3,1,Willcutts v. Bunn (1931),no,,['010combined'],['html_with_citations'],['282 U.S. 216'],0086.101913_cites_101632.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96768,4,1,Elder v. Wood (1908),no,,['010combined'],['html_with_citations'],['208 U.S. 226'],0087.101913_cites_96768.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101762,5,1,Indian Motocycle Co. v. United States (1931),no,,['010combined'],['html_with_citations'],['283 U.S. 570'],0088.101913_cites_101762.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101894,6,1,Burnet v. Coronado Oil & Gas Co. (1932),no,,['010combined'],['html_with_citations'],['285 U.S. 393'],0089.101913_cites_101894.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99339,7,1,Union Oil Co. of Cal. v. Smith (1919),no,,['010combined'],['html_with_citations'],['249 U.S. 337'],0090.101913_cites_99339.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",92685,8,1,Wisconsin Central Railroad v. Price County (1890),no,,['010combined'],['html_with_citations'],['133 U.S. 496'],0091.101913_cites_92685.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101648,9,1,Educational Films Corp. of America v. Ward (1931),no,,['010combined'],['html_with_citations'],['282 U.S. 379'],0092.101913_cites_101648.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85777,10,1,Grant v. Raymond (1832),no,,['010combined'],['html_with_citations'],['6 Pet. 218'],0093.101913_cites_85777.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101268,11,1,City of New Brunswick v. United States (1928),no,,['010combined'],['html_with_citations'],['276 U.S. 547'],0094.101913_cites_101268.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85911,12,1,Wheaton and Donaldson v. Peters and Grigg (1834),no,,['010combined'],['html_with_citations'],['8 Pet. 591'],0095.101913_cites_85911.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85272,13,1,M'culloch v. State of Maryland (1819),no,,['010combined'],['html_with_citations'],"['4 Wheat. 316', 'Maryland']",0096.101913_cites_85272.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96154,14,1,Baltimore Shipbuilding & Dry Dock Co. v. Baltimore (1904),no,,['010combined'],['html_with_citations'],['195 U.S. 375'],0097.101913_cites_96154.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101154,15,1,Northwestern Mutual Life Insurance v. Wisconsin (1928),no,,['010combined'],['html_with_citations'],['275 U.S. 136'],0098.101913_cites_101154.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101291,16,1,Long v. Rockwood (1928),yes,,['010combined'],['html_with_citations'],['277 U.S. 142'],0099.101913_cites_101291.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",98481,17,1,Bothwell v. Bingham County (1915),no,,['010combined'],['html_with_citations'],['237 U.S. 642'],0100.101913_cites_98481.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101272,18,1,Shaw v. Gibson-Zahniser Oil Corp. (1928),no,,['010combined'],['html_with_citations'],['276 U.S. 575'],0101.101913_cites_101272.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",87219,19,1,Kendall v. Winsor (1859),no,,['010combined'],['html_with_citations'],['21 How. 322'],0102.101913_cites_87219.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",86324,20,1,Carroll v. Safford (1845),no,,['010combined'],['html_with_citations'],['3 How. 441'],0103.101913_cites_86324.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99638,21,1,Johnson v. Maryland (1920),no,,['010combined'],['html_with_citations'],['254 U.S. 51'],0104.101913_cites_99638.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",91588,22,1,Van Brocklin v. Tennessee (1886),no,,['010combined'],['html_with_citations'],['117 U.S. 151'],0105.101913_cites_91588.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",97614,23,1,Gromer v. Standard Dredging Co. (1912),no,,['010combined'],['html_with_citations'],['224 U.S. 362'],0106.101913_cites_97614.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",97103,24,1,Caliga v. Inter Ocean Newspaper Co. (1909),no,,['010combined'],['html_with_citations'],['215 U.S. 182'],0107.101913_cites_97103.txt
101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",94416,25,1,Central Pacific Railroad v. California (1896),no,,['010combined'],['html_with_citations'],['162 U.S. 91'],0108.101913_cites_94416.txt
