filename,citing_opinion_id,citing_index,court,docket_id,cluster_id,citing_decision_name,cited_opinion_id,cited_index,depth,cited_decision_name,overruled,notes
0041.98917_cites_90432.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",90432,6,1,Railroad Co. v. Mellon (1881),no,
0042.98917_cites_91637.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",91637,7,1,Yale Lock Manufacturing Co. v. Greenleaf (1886),no,
0043.98917_cites_93161.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",93161,8,1,McClain v. Ortmayer (1891),no,
0044.98917_cites_94711.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",94711,9,1,United States v. American Bell Telephone Co. (1897),no,
0045.98917_cites_93908.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",93908,10,1,Ashley v. Ryan (1894),no,
0046.98917_cites_96107.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",96107,11,1,Ohio Ex Rel. Lloyd v. Dollison (1904),no,
0047.98917_cites_95670.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",95670,12,1,Bement v. National Harrow Co. (1902),no,
0048.98917_cites_98575.txt,98917,6,scotus,2556141,98917,"Motion Picture Patents Co. v. Universal Film Manufacturing Co.,243 U.S. 502  (1917)",98575,13,1,Bailey v. Baker Ice MacHine Co. (1915),no,
0049.99004_cites_95042.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",95042,0,2,Lake Shore & Michigan Southern Railway Co. v. Smith (1899),yes,
0050.99004_cites_3483537.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",3483537,1,1,Penna. R.R. Co. v. Public Ser. Com. (1915),no,
0051.99004_cites_93379.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",93379,2,1,Interstate Com. Commiss. v. B. & O. RAILROAD (1892),no,
0052.99004_cites_98392.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",98392,3,1,"Norfolk and Western Railway Company v. Conley, Attorney General of the State of West Virginia (1913)",no,
0053.99004_cites_98391.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",98391,4,1,Northern Pacific Railway Co. v. North Dakota Ex Rel. McCue (1915),no,
0054.99004_cites_95555.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",95555,5,1,Louisville & Nashville Railroad v. Kentucky (1902),no,
0055.99004_cites_97966.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",97966,6,1,The Minnesota Rate Cases (1913),no,
0056.99004_cites_96710.txt,99004,7,scotus,1068425,99004,"Pennsylvania Railroad v. Towers,245 U.S. 6  (1917)",96710,7,1,Interstate Consolidated Street Railway Co. v. Massachusetts (1907),no,
0057.99901_cites_89506.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",89506,0,2,Doyle v. Continental Insurance (1877),yes,
0058.99901_cites_96471.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",96471,1,2,Security Mutual Life Insurance v. Prewitt (1906),yes,
0059.99901_cites_93467.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93467,2,1,Iowa v. Illinois (1893),no,
0060.99901_cites_88953.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",88953,3,1,Home Ins. Co. v. Morse (1874),no,
0061.99901_cites_91911.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",91911,4,1,Barron v. Burnside (1887),no,
0062.99901_cites_93431.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93431,5,1,Southern Pacific Co. v. Denton (1892),no,
0063.99901_cites_93803.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",93803,6,1,Martin's Administrator v. Baltimore & Ohio Railroad (1894),no,
0064.99901_cites_94850.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",94850,7,1,Barrow Steamship Co. v. Kane (1898),no,
0065.99901_cites_97283.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",97283,8,1,"Herndon v. Chicago, Rock Island & Pacific Railway Co. (1910)",no,
0066.99901_cites_98085.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",98085,9,1,Harrison v. St. Louis & San Francisco Railroad (1914),no,
0067.99901_cites_98747.txt,99901,8,scotus,80418,99901,"Terral v. Burke Construction Co.,257 U.S. 529  (1922)",98747,10,1,Donald v. Philadelphia & Reading Coal & Iron Co. (1916),no,
0068.101368_cites_92485.txt,101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",92485,0,1,Friedlander v. Texas & Pacific Railway Co. (1889),yes,
0069.101368_cites_4727363.txt,101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",4727363,1,1,Roy & Roy v. Northern Pacific Railway Co. (1906),no,
0070.101368_cites_5562591.txt,101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",5562591,2,1,Planters' Rice-Mill Co. v. Merchants' National Bank (1887),no,
0071.101368_cites_3678043.txt,101368,9,scotus,621994,101368,"Gleason v. Seaboard Air Line Railway,278 U.S. 349  (1929)",3678043,3,1,Havens v. Bank of Tarboro (1903),no,
0072.101750_cites_3589385.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",3589385,0,2,Pennsylvania Gas Co. v. Public Service Commission (1919),yes,
0073.101750_cites_3486521.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",3486521,1,2,West Virginia & Maryland Gas Co. v. Towers (1919),no,
0074.101750_cites_99524.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",99524,2,1,Pennsylvania Gas Co. v. Public Service Commission (1920),no,
0075.101750_cites_101295.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101295,3,1,Sprout v. South Bend (1928),no,
0076.101750_cites_1578327.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",1578327,4,1,Pullman Co. v. Richardson (1923),no,
0077.101750_cites_101176.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101176,5,1,Atlantic Coast Line Railroad v. Standard Oil Co. of Kentucky (1927),no,
0078.101750_cites_101497.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",101497,6,1,New Jersey Bell Telephone Co. v. State Board of Taxes & Assessments (1930),no,
0079.101750_cites_100442.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100442,7,1,Missouri Ex Rel. Barrett v. Kansas Natural Gas Co. (1924),no,
0080.101750_cites_100987.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100987,8,1,Public Utilities Commission v. Attleboro Steam & Electric Co. (1927),no,
0081.101750_cites_100829.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",100829,9,1,Peoples Natural Gas Co. v. Public Service Commission (1926),no,
0082.101750_cites_85534.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",85534,10,1,Brown v. Maryland (1827),no,
0083.101750_cites_92767.txt,101750,10,scotus,406609,101750,"East Ohio Gas Co. v. Tax Commission of Ohio,283 U.S. 465  (1931)",92767,11,1,Leisy v. Hardin (1890),no,
0084.101913_cites_99897.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99897,0,2,Gillespie v. Oklahoma (1922),no,
0085.101913_cites_89542.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",89542,1,2,Forbes v. Gracey (1877),no,
0086.101913_cites_99943.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99943,2,2,Irwin v. Wright (1922),no,
0087.101913_cites_101632.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101632,3,1,Willcutts v. Bunn (1931),no,
0088.101913_cites_96768.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96768,4,1,Elder v. Wood (1908),no,
0089.101913_cites_101762.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101762,5,1,Indian Motocycle Co. v. United States (1931),no,
0090.101913_cites_101894.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101894,6,1,Burnet v. Coronado Oil & Gas Co. (1932),no,
0091.101913_cites_99339.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99339,7,1,Union Oil Co. of Cal. v. Smith (1919),no,
0092.101913_cites_92685.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",92685,8,1,Wisconsin Central Railroad v. Price County (1890),no,
0093.101913_cites_101648.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101648,9,1,Educational Films Corp. of America v. Ward (1931),no,
0094.101913_cites_85777.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85777,10,1,Grant v. Raymond (1832),no,
0095.101913_cites_101268.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101268,11,1,City of New Brunswick v. United States (1928),no,
0096.101913_cites_85911.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85911,12,1,Wheaton and Donaldson v. Peters and Grigg (1834),no,
0097.101913_cites_85272.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",85272,13,1,M'culloch v. State of Maryland (1819),no,
0098.101913_cites_96154.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96154,14,1,Baltimore Shipbuilding & Dry Dock Co. v. Baltimore (1904),no,
0099.101913_cites_101154.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101154,15,1,Northwestern Mutual Life Insurance v. Wisconsin (1928),no,
0100.101913_cites_101291.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101291,16,1,Long v. Rockwood (1928),yes,
0101.101913_cites_98481.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",98481,17,1,Bothwell v. Bingham County (1915),no,
0102.101913_cites_101272.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101272,18,1,Shaw v. Gibson-Zahniser Oil Corp. (1928),no,
0103.101913_cites_87219.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",87219,19,1,Kendall v. Winsor (1859),no,
0104.101913_cites_86324.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",86324,20,1,Carroll v. Safford (1845),no,
0105.101913_cites_99638.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99638,21,1,Johnson v. Maryland (1920),no,
0106.101913_cites_91588.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",91588,22,1,Van Brocklin v. Tennessee (1886),no,
0107.101913_cites_97614.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",97614,23,1,Gromer v. Standard Dredging Co. (1912),no,
0108.101913_cites_97103.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",97103,24,1,Caliga v. Inter Ocean Newspaper Co. (1909),no,
0109.101913_cites_94416.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",94416,25,1,Central Pacific Railroad v. California (1896),no,
0110.101913_cites_88789.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",88789,26,1,Railroad Co. v. Peniston (1873),no,
0111.101913_cites_87768.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",87768,27,1,Witherspoon v. Duncan (1867),no,
0112.101913_cites_96731.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96731,28,1,American Tobacco Co. v. Werckmeister (1907),no,
0113.101913_cites_99040.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99040,29,1,Crew Levick Co. v. Pennsylvania (1917),no,
0114.101913_cites_101731.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101731,30,1,Group No. 1 Oil Corp. v. Bass (1931),no,
0115.101913_cites_101733.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101733,31,1,Susquehanna Power Co. v. State Tax Comm'n of Md. (No. 1) (1931),no,
0116.101913_cites_96874.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96874,32,1,Globe Newspaper Co. v. Walker (1908),no,
0117.101913_cites_96878.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",96878,33,1,Continental Paper Bag Co. v. Eastern Paper Bag Co. (1908),no,
0118.101913_cites_99829.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99829,34,1,"Choctaw, Oklahoma & Gulf Railroad v. MacKey (1921)",no,
0119.101913_cites_101497.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101497,35,1,New Jersey Bell Telephone Co. v. State Board of Taxes & Assessments (1930),no,
0120.101913_cites_101371.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",101371,36,1,"Exchange Trust Co. v. Drainage Dist. No. 7, Poinsett Cty. (1929)",no,
0121.101913_cites_99196.txt,101913,11,scotus,406726,101913,"Fox Film Corp. v. Doyal,286 U.S. 123  (1932)",99196,37,1,United States Glue Co. v. Town of Oak Creek (1918),no,
0122.102164_cites_3548121.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",3548121,0,2,"Reno Smelting, Milling & Reduction Works v. Stevenson (1889)",no,
0123.102164_cites_93442.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",93442,1,1,Benson v. United States (1892),no,
0124.102164_cites_94828.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",94828,2,1,Holden v. Hardy (1898),no,
0125.102164_cites_93322.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",93322,3,1,Logan v. United States (1892),no,
0126.102164_cites_86700.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",86700,4,1,United States v. Reid (1852),no,
0127.102164_cites_91054.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",91054,5,1,Hurtado v. California (1884),no,
0128.102164_cites_101558.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",101558,6,1,Patton v. United States (1930),no,
0129.102164_cites_97335.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",97335,7,1,Hendrix v. United States (1911),yes,
0130.102164_cites_99065.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",99065,8,1,Rosen v. United States (1918),no,
0131.102164_cites_99658.txt,102164,12,scotus,845304,102164,"Funk v. United States,290 U.S. 371  (1933)",99658,9,1,Jin Fuey Moy v. United States (1920),yes,
0132.102784_cites_100181.txt,102784,13,scotus,81694,102784,"West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)",100181,0,8,Adkins v. Children's Hospital of Columbia (1923),yes,
0133.102784_cites_102681.txt,102784,13,scotus,81694,102784,"West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)",102681,1,6,Morehead v. New York Ex Rel. Tipaldo (1936),no,
0134.102784_cites_102224.txt,102784,13,scotus,81694,102784,"West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)",102224,2,3,Nebbia v. New York (1934),no,
0135.102784_cites_97368.txt,102784,13,scotus,81694,102784,"West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)",97368,3,3,"Chicago, Burlington & Quincy Railroad v. McGuire (1911)",no,
0136.102784_cites_94828.txt,102784,13,scotus,81694,102784,"West Coast Hotel Co. v. Parrish,300 U.S. 379  (1937)",94828,4,3,Holden v. Hardy (1898),no,
0137.103012_cites_101265.txt,103012,14,scotus,119296,103012,"Erie Railroad v. Tompkins,304 U.S. 64  (1938)",101265,0,7,Black & White Taxicab & Transfer Co. v. Brown & Yellow Taxicab & Transfer Co. (1928),no,
0138.103012_cites_93638.txt,103012,14,scotus,119296,103012,"Erie Railroad v. Tompkins,304 U.S. 64  (1938)",93638,1,5,Baltimore & Ohio Railroad v. Baugh (1893),no,
0139.103012_cites_3847696.txt,103012,14,scotus,119296,103012,"Erie Railroad v. Tompkins,304 U.S. 64  (1938)",3847696,2,4,Falchetti v. Pennsylvania R. R. (1932),no,
0140.103012_cites_86188.txt,103012,14,scotus,119296,103012,"Erie Railroad v. Tompkins,304 U.S. 64  (1938)",86188,3,4,Swift v. Tyson (1842),yes,
0141.103172_cites_88308.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",88308,0,7,Collector v. Day (1871),yes,
0142.103172_cites_103047.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",103047,1,6,Helvering v. Gerhardt (1938),no,
0143.103172_cites_85272.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",85272,2,5,M'culloch v. State of Maryland (1819),no,
0144.103172_cites_100771.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",100771,3,5,Metcalf & Eddy v. Mitchell (1926),no,
0145.103172_cites_102734.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",102734,4,4,New York Ex Rel. Rogers v. Graves (1937),yes,
0146.103172_cites_86223.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",86223,5,4,Dobbins v. Commissioners of Erie County (1842),no,
0147.103172_cites_102783.txt,103172,15,scotus,1740034,103172,"Graves v. New York ex rel. O’Keefe,306 U.S. 466  (1939)",102783,6,4,Brush v. Commissioner (1937),no,
0148.103214_cites_94174.txt,103214,16,scotus,1507922,103214,"O’Malley v. Woodrough,307 U.S. 277  (1939)",94174,0,6,Pollock v. Farmers' Loan & Trust Co. (1895),no,
0149.103214_cites_3484932.txt,103214,16,scotus,1507922,103214,"O’Malley v. Woodrough,307 U.S. 277  (1939)",3484932,1,2,Gordy v. Dennis (1939),no,
0150.103214_cites_100693.txt,103214,16,scotus,1507922,103214,"O’Malley v. Woodrough,307 U.S. 277  (1939)",100693,2,2,Miles v. Graham (1925),yes,
0151.103214_cites_85272.txt,103214,16,scotus,1507922,103214,"O’Malley v. Woodrough,307 U.S. 277  (1939)",85272,3,2,M'culloch v. State of Maryland (1819),no,
